Date,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,dn,mavg,up,direction,attendDuration1,attendDuration2,attendDuration3,attendPercent1,attendPercent2,attendPercent3,lengthOfStay1,lengthOfStay2,lengthOfStay3
2020-02-28,,,,,,,,,,,101,131,395,55,36,88,193,176,249
2019-02-19,,,,,,,,,,,5,57,432,3,79,13,197,157,86
2019-02-20,,,,,,,,,,,23,428,406,69,95,33,197,370,113
2019-02-25,,,,,,,,,,,110,404,497,69,37,6,197,97,396
2019-02-27,,,,,,,,,,,55,242,296,28,10,17,197,358,29
2019-03-18,,,,,,,,,,,135,3,281,100,86,55,144,201,362
2019-08-20,,,,,,,,,,,113,373,369,100,72,89,130,393,390
2019-08-27,,,,,,,,,,,12,401,285,100,21,64,24,134,97
2019-07-29,,,,,,,,,,,32,312,177,100,46,100,35,56,351
2019-06-10,,,,,,,,,,,158,343,275,93,71,86,192,428,325
2019-06-10,,,,,,,,,,,11,433,20,7,91,27,192,309,13
2019-05-17,,,,,,,,,,,18,461,20,100,62,19,20,121,7
2019-05-21,,,,,,,,,,,24,105,350,12,62,1,683,487,14
2019-05-28,,,,,,,,,,,182,152,385,88,11,32,683,168,99
2019-04-20,,,,,,,,,,,74,294,230,100,72,24,78,438,259
2019-07-31,,,,,,,,,,,37,121,411,13,54,96,265,293,184
2019-08-06,,,,,,,,,,,164,457,342,59,44,22,265,83,466
2019-08-09,,,,,,,,,,,76,424,301,27,42,19,265,485,480
2019-10-08,,,,,,,,,,,0,243,358,0,52,23,237,383,275
2019-08-12,,,,,,,,,,,58,338,47,9,19,47,661,130,45
2019-08-26,,,,,,,,,,,334,360,390,51,44,24,661,238,259
2019-09-06,,,,,,,,,,,261,345,29,40,62,57,661,211,61
2019-07-29,,,,,,,,,,,232,136,357,100,10,35,316,140,144
2020-05-21,,,,,,,,,,,7,4,348,100,68,54,16,268,103
2020-01-02,,,,,,,,,,,60,480,279,18,77,9,336,257,164
2020-01-13,,,,,,,,,,,264,332,150,80,47,50,336,251,467
2020-01-13,,,,,,,,,,,4,448,28,1,100,3,336,376,431
2020-11-17,,,,,,,,,,,32,386,386,100,36,47,331,329,274
2019-01-14,,,,,,,,,,,288,373,338,28,61,80,1124,463,317
2019-02-11,,,,,,,,,,,669,428,368,65,26,32,1124,87,289
2019-02-14,,,,,,,,,,,75,373,299,7,89,68,1124,140,292
2021-01-11,,,,,,,,,,,47,300,191,46,72,18,110,35,22
2021-01-13,,,,,,,,,,,55,402,232,54,28,82,110,521,520
2020-05-04,,,,,,,,,,,124,108,153,38,92,87,331,270,367
2020-05-12,,,,,,,,,,,198,446,80,61,72,91,331,347,141
2020-05-04,,,,,,,,,,,1,11,78,0,39,26,331,452,425
2020-09-08,,,,,,,,,,,41,157,392,41,22,65,107,387,365
2020-09-10,,,,,,,,,,,58,315,74,59,14,74,107,472,250
2019-05-19,,,,,,,,,,,61,289,427,100,60,65,71,257,489
2019-11-01,,,,,,,,,,,106,392,128,100,14,94,193,412,146
2019-11-04,,,,,,,,,,,66,80,206,100,33,5,193,272,40
2019-05-13,,,,,,,,,,,133,50,39,100,89,92,144,78,238
2020-01-02,,,,,,,,,,,187,434,212,46,65,80,674,78,114
2020-01-22,,,,,,,,,,,217,411,259,54,18,34,674,133,466
2020-01-27,,,,,,,,,,,85,477,110,100,47,67,136,26,31
2020-08-11,,,,,,,,,,,15,433,312,4,27,69,409,197,194
2020-08-24,,,,,,,,,,,304,37,259,77,55,25,409,423,496
2020-08-27,,,,,,,,,,,78,31,1,20,77,24,409,247,18
2020-12-07,,,,,,,,,,,177,364,272,91,89,15,283,409,380
2020-12-08,,,,,,,,,,,18,217,350,9,63,95,283,109,3
2019-06-17,,,,,,,,,,,52,116,42,21,80,86,257,284,50
2019-06-25,,,,,,,,,,,200,431,345,79,23,91,257,21,228
2019-07-27,,,,,,,,,,,39,94,443,100,67,81,48,286,435
2019-11-18,,,,,,,,,,,157,320,158,83,79,26,194,228,210
2019-11-19,,,,,,,,,,,24,496,196,13,95,96,194,96,387
2019-11-19,,,,,,,,,,,8,206,311,4,18,57,194,384,462
2020-03-09,,,,,,,,,,,227,356,238,19,92,22,4165,357,444
2020-03-23,,,,,,,,,,,335,38,21,28,13,38,4165,431,297
2020-03-23,,,,,,,,,,,1,417,296,3,65,20,4165,497,339
2020-04-01,,,,,,,,,,,222,18,1,19,92,79,4165,188,100
2020-04-13,,,,,,,,,,,281,120,239,24,62,15,4165,80,247
2020-04-14,,,,,,,,,,,30,233,75,3,76,29,4165,116,63
2020-08-14,,,,,,,,,,,64,334,346,8,55,76,4165,403,100
2020-08-20,,,,,,,,,,,34,350,384,8,100,88,4165,381,315
2019-03-30,,,,,,,,,,,73,21,121,100,39,94,90,485,130
2020-01-13,,,,,,,,,,,14,140,124,100,59,45,20,289,208
2020-06-29,,,,,,,,,,,134,420,150,33,10,80,414,538,456
2020-07-10,,,,,,,,,,,273,167,392,67,38,24,414,456,129
2020-07-14,,,,,,,,,,,47,314,493,66,23,96,76,186,225
2020-07-15,,,,,,,,,,,24,190,121,34,44,25,76,44,184
2020-08-05,,,,,,,,,,,114,462,285,100,75,21,120,248,53
2020-11-03,,,,,,,,,,,38,144,414,100,63,78,45,509,310
2019-04-15,,,,,,,,,,,6,153,144,4,2,51,243,182,104
2019-04-19,,,,,,,,,,,20,7,425,14,69,11,243,70,31
2019-04-25,,,,,,,,,,,121,167,266,82,26,95,243,24,192
2020-02-24,,,,,,,,,,,30,194,2,34,62,9,99,138,400
2020-02-26,,,,,,,,,,,57,94,123,66,33,62,99,396,534
2020-12-22,,,,,,,,,,,98,493,30,90,52,81,118,308,74
2020-12-22,,,,,,,,,,,11,188,433,10,55,58,118,14,539
2019-08-05,,,,,,,,,,,22,75,213,100,50,3,33,461,225
2019-08-20,,,,,,,,,,,76,56,87,100,79,76,86,358,476
2019-09-08,,,,,,,,,,,152,211,446,100,77,63,159,525,462
2020-03-25,,,,,,,,,,,0,101,117,52,83,81,638,282,428
2020-03-25,,,,,,,,,,,4,372,111,2,86,3,638,405,3
2020-03-25,,,,,,,,,,,0,49,57,52,25,34,638,165,517
2020-03-26,,,,,,,,,,,1,71,197,36,48,86,638,58,345
2020-04-13,,,,,,,,,,,93,398,247,36,62,60,638,99,468
2020-04-14,,,,,,,,,,,29,235,470,11,32,81,638,176,490
2020-04-20,,,,,,,,,,,137,147,202,52,2,22,638,46,119
2020-01-02,,,,,,,,,,,354,262,296,61,54,75,583,253,166
2020-01-11,,,,,,,,,,,223,466,275,39,32,21,583,500,541
2020-11-05,,,,,,,,,,,43,263,409,100,41,22,50,473,263
2020-09-21,,,,,,,,,,,134,108,278,57,87,77,245,383,149
2020-09-25,,,,,,,,,,,100,202,455,43,61,82,245,413,258
2020-10-22,,,,,,,,,,,21,48,43,100,70,63,25,101,121
2020-10-28,,,,,,,,,,,168,407,333,100,52,77,173,155,189
2020-04-16,,,,,,,,,,,63,149,92,100,3,72,71,442,361
2019-02-18,,,,,,,,,,,18,232,214,41,54,2,53,496,415
2019-02-19,,,,,,,,,,,26,29,35,59,57,16,53,529,210
2019-05-13,,,,,,,,,,,19,258,288,100,10,69,25,63,302
2020-08-26,,,,,,,,,,,24,445,354,100,53,64,33,446,248
2019-02-15,,,,,,,,,,,6,402,131,100,51,62,12,460,77
2019-10-02,,,,,,,,,,,37,403,67,100,82,22,48,354,500
2020-06-29,,,,,,,,,,,69,291,351,24,46,20,299,38,136
2020-07-08,,,,,,,,,,,224,465,143,76,75,73,299,372,154
2020-09-15,,,,,,,,,,,29,219,478,100,12,33,86,3,533
2020-09-17,,,,,,,,,,,43,197,354,100,47,49,86,289,8
2020-06-18,,,,,,,,,,,3,159,192,100,69,83,97,80,267
2020-06-20,,,,,,,,,,,0,79,45,100,3,83,97,127,226
2020-06-22,,,,,,,,,,,44,266,405,100,71,4,97,126,224
2020-09-09,,,,,,,,,,,62,196,471,100,6,7,72,489,31
2020-01-27,,,,,,,,,,,10,324,68,100,53,74,20,333,144
2020-04-16,,,,,,,,,,,63,100,37,100,73,93,69,354,456
2020-05-04,,,,,,,,,,,199,485,164,90,25,68,224,359,212
2020-05-05,,,,,,,,,,,22,91,436,10,92,34,224,427,264
2019-01-06,,,,,,,,,,,1,382,446,25,87,42,340,356,471
2019-01-10,,,,,,,,,,,91,346,333,28,28,45,340,84,286
2019-01-14,,,,,,,,,,,81,96,64,25,89,36,340,545,133
2019-01-20,,,,,,,,,,,156,335,185,47,52,90,340,153,271
2020-02-04,,,,,,,,,,,106,465,113,100,69,28,115,70,67
2020-02-14,,,,,,,,,,,6,38,193,4,28,60,146,321,364
2020-02-17,,,,,,,,,,,74,198,454,54,72,44,146,162,36
2020-02-19,,,,,,,,,,,57,380,499,42,18,30,146,45,522
2020-05-14,,,,,,,,,,,249,303,155,100,6,8,340,466,338
2020-04-21,,,,,,,,,,,12,341,21,18,22,40,69,200,57
2020-04-23,,,,,,,,,,,54,219,281,82,82,1,69,37,334
2020-04-25,,,,,,,,,,,22,242,295,32,1,20,152,396,301
2020-04-29,,,,,,,,,,,47,351,470,68,53,90,152,250,275
2019-07-22,,,,,,,,,,,47,453,316,100,51,73,166,216,174
2019-10-11,,,,,,,,,,,64,487,42,100,31,18,76,532,25
2020-01-09,,,,,,,,,,,85,185,11,79,90,84,113,83,219
2020-01-10,,,,,,,,,,,22,441,241,21,20,53,113,276,7
2020-11-16,,,,,,,,,,,8,334,108,100,13,2,56,264,173
2020-08-08,,,,,,,,,,,14,499,273,100,2,31,20,472,278
2019-02-28,,,,,,,,,,,34,140,282,100,99,10,40,137,454
2019-05-07,,,,,,,,,,,58,180,479,100,70,49,65,195,199
2019-08-20,,,,,,,,,,,8,157,386,100,41,49,16,370,77
2020-03-22,,,,,,,,,,,5,192,488,100,31,31,7,224,549
2020-11-25,,,,,,,,,,,35,448,294,100,36,38,45,76,79
2019-02-14,,,,,,,,,,,29,218,351,100,5,64,323,216,377
2020-06-29,,,,,,,,,,,204,238,99,67,99,71,317,415,411
2020-07-03,,,,,,,,,,,101,466,290,33,15,29,317,104,122
2020-05-05,,,,,,,,,,,5,298,224,8,58,18,69,447,222
2020-05-07,,,,,,,,,,,54,151,222,92,78,75,69,99,288
2020-08-05,,,,,,,,,,,37,393,121,62,34,68,64,280,217
2020-08-05,,,,,,,,,,,0,453,60,0,100,59,64,361,377
2020-08-06,,,,,,,,,,,23,114,242,38,66,26,64,390,478
2019-02-06,,,,,,,,,,,26,495,481,100,59,82,142,500,544
2019-04-25,,,,,,,,,,,16,100,129,100,47,97,24,309,381
2020-03-30,,,,,,,,,,,91,170,331,100,75,10,97,470,420
2019-01-10,,,,,,,,,,,154,243,363,100,3,97,159,450,51
2019-07-18,,,,,,,,,,,33,437,39,100,47,73,39,96,478
2019-01-07,,,,,,,,,,,109,275,97,100,63,57,120,519,208
2019-12-03,,,,,,,,,,,42,384,108,66,80,2,71,74,238
2019-12-04,,,,,,,,,,,22,313,170,34,12,44,71,258,409
2020-10-11,,,,,,,,,,,28,410,358,37,45,74,79,290,524
2020-10-13,,,,,,,,,,,48,41,15,63,41,94,79,513,330
2020-02-10,,,,,,,,,,,139,410,249,80,28,74,172,506,317
2020-02-11,,,,,,,,,,,34,12,316,20,7,83,172,455,521
2019-06-23,,,,,,,,,,,43,347,364,100,38,47,50,500,482
2019-03-08,,,,,,,,,,,38,141,492,100,4,87,50,213,144
2020-09-11,,,,,,,,,,,100,399,215,29,85,15,655,63,279
2020-09-22,,,,,,,,,,,22,270,371,29,98,33,655,476,528
2020-10-04,,,,,,,,,,,296,382,463,71,17,53,655,443,40
2020-07-29,,,,,,,,,,,7,487,330,100,54,94,166,426,426
2020-07-30,,,,,,,,,,,18,183,497,100,100,60,25,9,481
2020-05-19,,,,,,,,,,,363,417,435,67,32,39,552,376,131
2020-05-26,,,,,,,,,,,176,342,339,33,59,30,552,252,371
2019-03-18,,,,,,,,,,,59,149,83,100,55,46,70,417,322
2020-12-27,,,,,,,,,,,11,52,243,100,14,40,17,188,469
2019-08-11,,,,,,,,,,,39,107,248,100,21,12,44,252,228
2019-01-21,,,,,,,,,,,41,114,378,42,88,68,104,374,239
2019-01-23,,,,,,,,,,,56,311,112,58,60,67,104,513,382
2020-09-21,,,,,,,,,,,73,46,198,89,95,94,87,365,503
2020-09-21,,,,,,,,,,,9,205,320,11,94,9,87,541,518
2020-01-09,,,,,,,,,,,34,345,174,100,26,96,42,483,507
2019-09-30,,,,,,,,,,,86,256,20,100,60,49,97,403,254
2020-01-02,,,,,,,,,,,39,463,119,59,1,93,68,135,521
2020-01-03,,,,,,,,,,,27,373,250,41,10,94,68,185,306
2020-02-24,,,,,,,,,,,23,12,348,33,94,57,75,490,10
2020-02-24,,,,,,,,,,,0,233,381,36,30,91,75,43,90
2020-02-25,,,,,,,,,,,21,71,291,30,92,31,75,281,526
2020-02-26,,,,,,,,,,,25,192,469,36,70,6,75,143,242
2020-03-23,,,,,,,,,,,317,138,42,48,45,66,667,434,116
2020-03-23,,,,,,,,,,,317,277,184,48,52,47,667,183,221
2020-04-06,,,,,,,,,,,335,172,487,51,24,22,667,57,319
2020-04-06,,,,,,,,,,,335,40,154,51,15,61,667,126,113
2020-04-06,,,,,,,,,,,6,302,403,1,10,3,667,111,96
2020-04-06,,,,,,,,,,,6,61,324,1,68,82,667,286,113
2020-04-06,,,,,,,,,,,1,138,390,0,60,25,667,480,515
2020-04-06,,,,,,,,,,,1,445,265,0,87,11,667,37,221
2020-03-09,,,,,,,,,,,336,157,151,56,2,93,713,131,359
2020-03-09,,,,,,,,,,,336,400,95,56,39,31,713,159,391
2020-03-20,,,,,,,,,,,265,389,340,44,24,23,713,64,435
2020-03-20,,,,,,,,,,,265,53,142,44,19,97,713,109,388
2020-08-03,,,,,,,,,,,93,387,150,100,52,57,99,480,201
2020-08-14,,,,,,,,,,,94,470,26,100,11,60,140,365,541
2019-07-29,,,,,,,,,,,11,393,136,17,49,56,74,312,249
2019-07-31,,,,,,,,,,,55,263,227,83,33,25,74,228,199
2019-12-25,,,,,,,,,,,47,223,281,100,51,92,51,107,474
2019-02-13,,,,,,,,,,,49,266,456,100,5,13,55,147,122
2019-07-26,,,,,,,,,,,153,213,98,100,44,47,165,72,167
2020-08-06,,,,,,,,,,,59,337,5,26,33,53,348,95,297
2020-08-17,,,,,,,,,,,171,247,20,74,31,41,348,243,231
2020-09-08,,,,,,,,,,,202,242,354,100,72,18,348,91,364
2019-07-29,,,,,,,,,,,31,315,114,4,72,45,707,9,202
2019-08-12,,,,,,,,,,,328,500,477,47,75,18,707,73,356
2019-08-26,,,,,,,,,,,336,236,328,48,14,22,707,529,436
2019-03-09,,,,,,,,,,,52,229,312,100,31,23,65,205,109
2019-12-29,,,,,,,,,,,13,10,216,100,76,16,24,9,265
2019-06-28,,,,,,,,,,,64,167,309,33,94,22,193,531,519
2019-07-03,,,,,,,,,,,129,27,25,67,15,47,193,236,334
2019-02-08,,,,,,,,,,,83,336,183,100,2,90,93,45,63
2020-12-10,,,,,,,,,,,60,299,84,100,91,68,69,103,13
2020-12-28,,,,,,,,,,,16,287,249,98,16,31,188,290,523
2021-01-04,,,,,,,,,,,88,385,307,98,68,85,188,198,508
2021-01-04,,,,,,,,,,,2,239,200,2,91,82,188,176,345
2019-07-04,,,,,,,,,,,46,9,61,100,3,87,54,533,50
2019-08-07,,,,,,,,,,,32,43,415,100,77,45,37,13,179
2019-08-12,,,,,,,,,,,35,467,390,22,81,58,232,434,145
2019-08-14,,,,,,,,,,,52,376,410,78,46,81,232,302,199
2019-08-15,,,,,,,,,,,14,339,88,22,44,81,232,261,204
2019-08-20,,,,,,,,,,,125,471,134,78,87,4,232,466,286
2019-11-15,,,,,,,,,,,199,478,277,100,2,75,214,297,52
2020-02-28,,,,,,,,,,,100,44,372,100,80,76,314,243,537
2019-01-19,,,,,,,,,,,72,211,116,100,53,20,79,63,456
2019-08-07,,,,,,,,,,,37,345,18,100,92,25,45,454,360
2019-10-21,,,,,,,,,,,86,235,204,33,77,37,266,161,243
2019-10-28,,,,,,,,,,,175,278,118,67,87,19,266,100,89
2019-12-02,,,,,,,,,,,297,227,226,89,14,46,746,157,343
2019-12-03,,,,,,,,,,,36,316,91,11,26,15,746,445,506
2019-09-17,,,,,,,,,,,9,277,359,27,39,52,34,383,488
2019-09-18,,,,,,,,,,,24,255,262,73,97,89,34,541,103
2020-06-29,,,,,,,,,,,401,404,70,84,48,5,1140,152,24
2020-07-02,,,,,,,,,,,74,30,300,16,7,55,1140,44,194
2019-11-12,,,,,,,,,,,46,410,398,100,69,45,51,257,108
2019-01-25,,,,,,,,,,,56,152,148,100,19,22,62,504,135
2020-02-28,,,,,,,,,,,105,192,459,100,46,13,722,473,62
2020-03-02,,,,,,,,,,,51,258,294,100,30,28,57,341,278
2019-06-14,,,,,,,,,,,108,310,410,100,30,37,117,164,132
2020-11-29,,,,,,,,,,,219,337,388,100,12,37,231,43,434
2019-04-29,,,,,,,,,,,80,479,4,100,55,33,83,498,370
2019-05-08,,,,,,,,,,,372,359,237,100,96,76,675,480,26
2019-01-08,,,,,,,,,,,162,80,396,100,32,64,169,295,321
2019-07-15,,,,,,,,,,,9,147,201,100,23,42,58,180,92
2019-07-30,,,,,,,,,,,51,394,272,59,88,9,96,527,441
2019-07-31,,,,,,,,,,,36,487,491,41,54,2,96,6,158
2020-03-09,,,,,,,,,,,90,254,212,54,65,59,178,238,406
2020-03-12,,,,,,,,,,,77,132,249,46,18,9,178,124,198
2019-02-11,,,,,,,,,,,374,251,266,98,23,73,388,317,542
2019-02-11,,,,,,,,,,,8,157,456,2,93,26,388,302,366
2019-09-19,,,,,,,,,,,99,347,80,100,77,38,116,494,401
2020-06-02,,,,,,,,,,,37,326,357,100,59,66,47,268,66
2019-11-13,,,,,,,,,,,42,291,245,100,54,36,52,366,73
2020-10-15,,,,,,,,,,,259,348,59,100,28,66,265,435,176
2020-01-02,,,,,,,,,,,67,148,47,39,30,48,179,303,38
2020-01-06,,,,,,,,,,,104,153,119,61,22,5,179,66,177
2020-06-01,,,,,,,,,,,41,189,122,55,44,51,490,518,268
2020-06-02,,,,,,,,,,,33,16,317,45,33,62,490,66,183
2019-10-17,,,,,,,,,,,104,211,460,100,54,39,109,156,134
2019-11-18,,,,,,,,,,,336,80,438,82,98,9,575,162,194
2019-11-21,,,,,,,,,,,74,400,476,18,76,80,575,188,223
2019-12-19,,,,,,,,,,,60,389,302,100,78,7,70,8,39
2020-08-09,,,,,,,,,,,17,374,450,100,35,89,29,523,434
2019-12-16,,,,,,,,,,,233,160,82,90,43,70,263,267,134
2019-12-17,,,,,,,,,,,26,146,166,10,12,12,263,431,545
2019-04-14,,,,,,,,,,,6,384,145,31,25,26,286,262,156
2019-04-22,,,,,,,,,,,190,275,431,69,83,31,286,253,2
2019-04-25,,,,,,,,,,,81,179,15,31,55,24,286,48,461
2020-12-10,,,,,,,,,,,382,62,27,100,45,97,389,138,289
2019-12-14,,,,,,,,,,,87,224,74,100,74,32,98,460,309
2019-07-18,,,,,,,,,,,25,344,465,100,90,8,34,483,141
2019-06-13,,,,,,,,,,,70,209,374,100,66,4,79,312,338
2019-06-28,,,,,,,,,,,87,236,83,73,42,26,121,170,451
2019-06-29,,,,,,,,,,,32,187,338,27,80,55,121,262,63
2019-08-19,,,,,,,,,,,79,150,382,100,78,64,92,519,319
2019-02-25,,,,,,,,,,,245,231,112,26,94,40,955,210,494
2019-03-11,,,,,,,,,,,336,445,192,35,38,49,955,132,492
2019-03-25,,,,,,,,,,,336,10,356,35,52,64,955,496,237
2019-03-26,,,,,,,,,,,30,165,443,3,20,23,955,103,520
2019-06-17,,,,,,,,,,,172,50,366,22,19,100,772,466,151
2019-06-28,,,,,,,,,,,265,298,434,35,15,94,772,384,423
2019-07-12,,,,,,,,,,,328,187,336,43,22,23,772,466,170
2020-07-08,,,,,,,,,,,198,416,407,100,39,20,205,161,491
2020-03-09,,,,,,,,,,,54,499,347,23,73,42,241,294,528
2020-03-16,,,,,,,,,,,180,253,338,77,18,97,241,278,482
2020-12-07,,,,,,,,,,,76,436,375,81,43,83,98,349,493
2020-12-08,,,,,,,,,,,18,263,252,19,43,8,98,183,105
2020-12-14,,,,,,,,,,,62,326,430,100,54,72,372,80,230
2020-03-17,,,,,,,,,,,58,256,90,100,45,32,67,92,536
2020-03-22,,,,,,,,,,,16,103,98,100,16,14,34,331,119
2019-03-19,,,,,,,,,,,109,223,163,100,6,64,120,106,490
2019-06-28,,,,,,,,,,,101,389,69,41,54,4,252,363,391
2019-07-04,,,,,,,,,,,145,245,410,59,20,81,252,36,103
2019-09-20,,,,,,,,,,,86,355,444,100,23,2,97,91,181
2019-10-21,,,,,,,,,,,82,375,303,100,98,40,153,508,533
2020-06-23,,,,,,,,,,,40,249,311,100,16,81,50,383,501
2020-11-09,,,,,,,,,,,10,139,16,100,28,58,141,237,315
2020-11-24,,,,,,,,,,,64,98,132,100,66,2,68,453,135
2020-05-04,,,,,,,,,,,135,467,273,58,68,55,319,375,537
2020-05-04,,,,,,,,,,,7,37,349,3,70,98,319,316,243
2020-05-08,,,,,,,,,,,91,331,417,39,72,24,319,355,381
2019-12-31,,,,,,,,,,,3,163,10,6,49,34,226,175,422
2020-01-02,,,,,,,,,,,19,228,396,10,12,8,226,279,297
2020-01-03,,,,,,,,,,,25,437,459,85,67,29,226,329,515
2020-01-03,,,,,,,,,,,8,422,5,6,14,40,226,255,170
2020-01-09,,,,,,,,,,,139,142,65,85,17,53,226,316,365
2020-07-24,,,,,,,,,,,71,450,114,100,14,73,77,115,122
2020-07-15,,,,,,,,,,,15,217,120,100,24,60,23,274,147
2020-09-11,,,,,,,,,,,8,146,54,100,32,68,17,544,30
2020-11-30,,,,,,,,,,,53,392,339,50,8,45,114,505,85
2020-12-02,,,,,,,,,,,54,331,478,50,37,58,114,466,168
2020-10-05,,,,,,,,,,,20,249,371,20,9,55,101,464,290
2020-10-08,,,,,,,,,,,79,494,15,80,74,24,101,410,457
2019-02-25,,,,,,,,,,,422,418,425,81,18,10,660,499,379
2019-03-01,,,,,,,,,,,101,201,104,19,93,95,660,187,52
2019-04-23,,,,,,,,,,,7,137,235,95,46,27,100,504,174
2019-04-23,,,,,,,,,,,4,77,335,5,72,34,100,510,299
2019-04-26,,,,,,,,,,,70,317,279,95,98,61,100,488,277
2020-02-18,,,,,,,,,,,66,23,386,9,92,63,732,88,164
2020-03-09,,,,,,,,,,,480,308,39,67,98,98,732,540,18
2020-03-09,,,,,,,,,,,1,80,155,9,66,30,732,550,8
2020-03-16,,,,,,,,,,,173,56,140,24,93,32,732,135,128
2019-09-09,,,,,,,,,,,7,422,143,100,75,71,11,489,511
2019-05-01,,,,,,,,,,,4,55,60,10,93,13,44,394,299
2019-05-03,,,,,,,,,,,38,476,290,90,27,77,44,243,379
2020-01-02,,,,,,,,,,,177,358,219,84,3,100,221,22,524
2020-01-03,,,,,,,,,,,33,430,113,16,9,38,221,87,496
2020-07-24,,,,,,,,,,,24,427,49,100,81,65,29,366,118
2020-02-18,,,,,,,,,,,40,133,96,34,93,80,123,30,272
2020-02-21,,,,,,,,,,,79,188,225,66,75,24,123,354,256
2019-03-15,,,,,,,,,,,44,48,176,100,46,28,51,371,244
2019-04-26,,,,,,,,,,,619,450,318,100,33,94,626,434,244
2019-11-06,,,,,,,,,,,139,46,106,100,57,45,147,416,264
2019-10-11,,,,,,,,,,,54,192,212,100,43,1,63,332,127
2020-05-08,,,,,,,,,,,61,255,421,100,38,98,67,425,142
2020-07-17,,,,,,,,,,,9,295,439,99,41,44,174,515,16
2020-07-18,,,,,,,,,,,1,86,331,1,27,58,174,494,167
2020-07-24,,,,,,,,,,,70,108,116,99,9,32,174,289,510
2019-05-21,,,,,,,,,,,36,69,145,6,92,11,616,445,349
2019-06-03,,,,,,,,,,,314,446,470,51,83,51,616,8,85
2019-06-14,,,,,,,,,,,266,438,79,43,94,40,616,447,250
2020-05-05,,,,,,,,,,,18,101,42,8,14,24,549,135,296
2020-05-27,,,,,,,,,,,196,279,453,92,66,71,549,531,300
2019-09-23,,,,,,,,,,,60,130,258,38,16,30,168,382,88
2019-09-27,,,,,,,,,,,100,35,385,63,1,15,168,108,108
2019-11-13,,,,,,,,,,,66,7,165,100,48,3,74,31,525
2020-12-09,,,,,,,,,,,184,279,213,100,61,97,198,197,52
2020-02-14,,,,,,,,,,,180,450,135,100,66,55,187,211,539
2019-03-04,,,,,,,,,,,37,81,349,100,70,27,44,445,78
2019-04-15,,,,,,,,,,,14,234,34,16,14,24,97,135,140
2019-04-18,,,,,,,,,,,76,336,43,84,94,38,97,164,292
2020-12-14,,,,,,,,,,,110,401,375,100,29,18,234,214,155
2020-12-19,,,,,,,,,,,49,258,25,100,78,53,234,308,149
2020-02-18,,,,,,,,,,,64,471,399,100,37,46,70,12,444
2020-05-11,,,,,,,,,,,48,81,175,100,2,95,56,59,223
2020-05-27,,,,,,,,,,,25,286,208,100,86,97,32,354,36
2020-07-05,,,,,,,,,,,93,496,271,100,46,51,98,504,504
2020-08-15,,,,,,,,,,,15,123,466,100,22,4,25,279,37
2020-07-14,,,,,,,,,,,32,36,180,100,37,34,40,240,153
2020-08-24,,,,,,,,,,,140,399,403,71,80,9,522,150,453
2020-08-26,,,,,,,,,,,57,275,34,29,3,52,522,210,253
2019-04-08,,,,,,,,,,,53,28,319,100,38,73,67,239,52
2019-04-26,,,,,,,,,,,88,264,31,100,10,54,101,46,232
2020-10-26,,,,,,,,,,,54,186,319,100,13,7,67,287,75
2020-07-14,,,,,,,,,,,12,394,475,100,28,98,19,36,548
2020-11-18,,,,,,,,,,,57,418,40,100,96,8,142,372,169
2019-06-17,,,,,,,,,,,401,198,13,67,73,38,608,42,259
2019-06-25,,,,,,,,,,,198,388,275,33,64,87,608,23,535
2020-04-08,,,,,,,,,,,0,176,100,43,91,11,197,326,441
2020-04-13,,,,,,,,,,,108,449,86,57,82,85,197,123,408
2020-04-16,,,,,,,,,,,82,385,493,43,85,65,197,239,5
2019-09-23,,,,,,,,,,,145,239,169,25,88,90,599,15,537
2019-10-07,,,,,,,,,,,336,159,76,57,62,54,599,350,7
2019-10-11,,,,,,,,,,,105,491,350,18,61,14,599,119,203
2020-09-14,,,,,,,,,,,85,232,212,90,35,54,97,108,520
2020-09-14,,,,,,,,,,,9,49,289,10,76,31,97,136,393
2019-09-20,,,,,,,,,,,59,219,86,100,1,6,62,341,543
2020-03-04,,,,,,,,,,,184,389,313,100,83,19,193,221,368
2020-07-27,,,,,,,,,,,318,412,187,32,41,10,1364,427,301
2020-08-28,,,,,,,,,,,433,96,298,43,13,62,1364,374,471
2020-09-08,,,,,,,,,,,256,202,361,25,97,63,1364,258,301
2020-01-17,,,,,,,,,,,58,173,39,6,54,32,979,136,2
2020-01-27,,,,,,,,,,,234,422,188,24,64,14,979,168,513
2020-02-10,,,,,,,,,,,336,479,344,34,15,4,979,404,441
2020-02-17,,,,,,,,,,,168,255,497,18,72,16,979,257,135
2020-02-24,,,,,,,,,,,168,274,445,17,76,70,979,501,270
2020-02-24,,,,,,,,,,,10,369,214,18,45,30,979,441,128
2020-04-13,,,,,,,,,,,107,388,212,38,16,54,624,478,198
2020-04-20,,,,,,,,,,,177,272,265,62,8,7,624,112,415
2019-01-25,,,,,,,,,,,257,299,175,100,48,35,266,189,459
2020-10-16,,,,,,,,,,,73,434,491,100,34,20,78,451,155
2020-10-16,,,,,,,,,,,0,190,360,0,88,12,78,413,238
2020-10-16,,,,,,,,,,,6,57,473,100,37,81,78,296,217
2020-10-19,,,,,,,,,,,67,178,215,39,48,7,156,327,209
