Date,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,dn,mavg,up,direction
2020-05-16,46,44,60,248,25368100,419,365,106.0945002,396,Increasing
2020-05-17,58,61,72,290,25820200,306,47,106.6338337,207,Decreasing
2020-05-18,59,4,23,399,21257700,82,152,107.2278337,153,Increasing
2020-05-19,83,94,10,437,23675100,107,450,107.4680004,203,Decreasing
2020-05-20,59,14,50,254,25086200,381,477,107.6433338,54,Increasing
2020-05-21,33,58,37,293,27766300,491,166,107.7893337,240,Decreasing
2020-05-22,87,32,84,75,24970300,490,382,107.8550003,108,Increasing
2020-05-23,10,3,88,339,24863900,208,292,107.9125002,27,Increasing
2020-05-24,63,50,16,394,29662400,287,85,107.9443336,16,Increasing
2020-05-25,74,15,35,11,26701500,479,100,107.9776671,239,Increasing
2020-05-26,67,74,23,149,26802500,172,4,107.9983337,288,Increasing
2020-05-27,52,40,62,2,26880400,360,458,107.9918336,99,Decreasing
2020-05-28,36,61,85,458,42364300,35,361,107.9656669,65,Increasing
2020-05-29,98,33,93,398,53002000,8,154,107.8551667,207,Decreasing
2020-05-30,37,56,46,131,46557000,133,419,107.643,127,Decreasing
2020-05-31,12,49,27,15,45292800,102,478,107.4645,492,Increasing
2020-06-01,3,24,91,146,62176200,409,367,107.4124998,52,Increasing
2020-06-02,100,22,93,462,110888700,143,182,107.4888331,222,Increasing
2020-06-03,99,33,35,457,89983600,497,221,107.7864998,258,Increasing
2020-06-04,41,90,39,204,79886900,32,105,108.0763331,451,Decreasing
2020-06-05,60,53,26,150,47023000,121,254,108.3363331,178,Decreasing
2020-06-06,5,36,53,383,34514300,495,238,108.5819998,189,Increasing
2020-06-07,94,10,26,167,36003200,125,13,108.8033333,336,Decreasing
2020-06-08,7,81,57,100,31074000,402,238,109.1216667,116,Increasing
2020-06-09,57,66,51,95,52481200,239,500,109.4036668,413,Decreasing
2020-06-10,18,70,96,370,29869400,257,46,109.6806668,25,Increasing
2020-06-11,31,26,82,228,24607400,309,416,109.9816667,72,Increasing
2020-06-12,9,76,34,400,29641100,53,409,110.3819999,66,Increasing
2020-06-13,95,31,88,439,35887000,464,257,110.7065001,126,Decreasing
2020-06-14,60,75,51,449,36379100,163,76,111.0243334,408,Increasing
2020-06-15,58,36,98,222,21701800,137,392,111.2793333,125,Decreasing
2020-06-16,68,72,46,223,29736800,275,34,111.5531666,162,Decreasing
2020-06-17,5,12,51,429,21453100,219,75,111.8066667,215,Decreasing
2020-06-18,72,83,84,42,28779300,115,7,112.1955,77,Increasing
2020-06-19,59,45,16,269,24358400,472,106,112.698,417,Decreasing
2020-06-20,23,72,92,32,36236000,313,192,113.2618334,19,Increasing
2020-06-21,58,61,46,79,64041000,35,474,113.7153335,249,Decreasing
2020-06-22,76,14,62,209,37586800,119,230,114.0265003,102,Decreasing
2020-06-23,79,64,98,18,35192400,422,317,114.115667,130,Increasing
2020-06-24,46,60,72,308,35652200,259,413,114.2463336,146,Decreasing
2020-06-25,39,94,17,465,23624900,451,447,114.3990002,177,Increasing
2020-06-26,78,85,27,352,24553500,476,435,114.6145001,156,Decreasing
2020-06-27,24,100,48,271,20034600,359,62,114.7595002,205,Decreasing
2020-06-28,57,65,87,258,24125800,401,272,114.8796667,67,Increasing
2020-06-29,31,27,37,164,23192700,272,139,115.0586667,320,Decreasing
2020-06-30,64,47,58,220,23538700,464,6,115.3015,252,Increasing
2020-07-01,32,91,54,262,48129000,454,73,115.5566668,340,Increasing
2020-07-02,24,43,66,5,66134200,112,147,115.5996667,201,Increasing
2020-07-03,12,19,47,236,34562000,200,234,115.7106666,75,Decreasing
2020-07-04,9,92,53,201,37861700,143,231,115.7799998,398,Decreasing
2020-07-05,86,14,11,181,26419400,175,261,115.8319998,154,Decreasing
2020-07-06,23,25,34,435,43825800,289,1,115.7628331,132,Decreasing
2020-07-07,85,37,1,269,28331700,272,398,115.6923329,383,Increasing
2020-07-08,50,81,24,319,26932600,300,310,115.5169998,269,Decreasing
2020-07-09,10,66,85,82,30837000,99,113,115.2681664,394,Increasing
2020-07-10,62,58,27,369,32560000,217,17,114.9824998,6,Increasing
2020-07-11,57,18,6,328,24054500,485,136,114.6706664,479,Increasing
2020-07-12,30,35,70,430,59176400,114,297,114.3069997,63,Increasing
2020-07-13,30,91,21,9,57134500,391,31,113.8831663,452,Decreasing
2020-07-14,14,74,43,183,34143900,383,451,113.3984998,198,Increasing
2020-07-15,79,12,59,276,51175500,351,429,112.8223332,132,Decreasing
2020-07-16,35,17,24,109,32264500,193,46,112.286,305,Increasing
2020-07-17,56,90,28,480,58840500,123,442,111.9216665,125,Increasing
2020-07-18,16,45,3,354,27632000,8,405,111.5609998,322,Increasing
2020-07-19,37,33,74,163,28428900,285,340,111.2354999,127,Increasing
2020-07-20,22,81,41,22,29264600,234,7,110.9244999,135,Increasing
2020-07-21,26,93,35,164,25965500,400,282,110.6195,482,Decreasing
2020-07-22,5,61,27,286,27426400,43,100,110.4273336,210,Decreasing
2020-07-23,53,81,10,486,11475900,42,9,110.2635002,97,Increasing
2020-07-24,1,76,55,157,27194000,430,320,110.1476669,348,Increasing
2020-07-25,58,99,19,481,28528800,384,198,110.0241669,147,Increasing
2020-07-26,84,29,21,209,36162300,103,403,109.9775002,69,Decreasing
2020-07-27,76,92,25,64,37086900,62,16,109.8823335,131,Decreasing
2020-07-28,77,13,92,289,26528000,135,343,109.8490001,474,Increasing
2020-07-29,78,70,44,413,34324500,366,313,109.8521668,325,Decreasing
2020-07-30,18,1,58,444,26195500,174,57,109.8375,482,Increasing
2020-07-31,66,48,96,460,29998700,212,368,109.8191669,254,Increasing
2020-08-01,40,27,44,203,27068300,4,113,109.9008335,217,Increasing
2020-08-02,54,61,100,129,34402600,393,51,110.1716668,169,Increasing
2020-08-03,8,34,72,220,26374400,487,134,110.454,19,Increasing
2020-08-04,15,54,68,495,43733800,181,486,110.9083334,450,Increasing
2020-08-05,43,68,15,290,34031800,90,143,111.332,118,Increasing
2020-08-06,4,59,38,124,46524500,373,259,111.6813334,465,Increasing
2020-08-07,15,65,80,442,44351100,71,120,111.9978335,491,Decreasing
2020-08-08,86,52,55,401,27779400,20,488,112.3230001,368,Increasing
2020-08-09,73,82,100,252,21425000,59,452,112.613,238,Increasing
2020-08-10,74,5,75,138,23783200,305,69,112.8733332,234,Increasing
2020-08-11,24,97,29,423,26085900,80,430,113.1294998,376,Decreasing
2020-08-12,16,32,28,243,14249500,2,204,113.3631663,58,Increasing
2020-08-13,5,87,2,321,18296900,143,347,113.631833,23,Increasing
2020-08-14,80,31,44,122,20905900,82,324,113.9221663,233,Decreasing
2020-08-15,76,18,1,332,15039500,493,408,114.2096666,458,Increasing
2020-08-16,45,64,95,490,30586300,43,462,114.5261665,384,Decreasing
2020-08-17,41,55,75,464,28781900,152,112,114.8328334,377,Increasing
2020-08-18,11,87,44,161,21118100,269,481,115.181,440,Increasing
2020-08-19,18,92,72,30,22193600,242,174,115.5106667,172,Increasing
2020-08-20,79,17,14,352,31751900,469,367,115.8633334,500,Increasing
2020-08-21,56,85,18,280,33387600,13,188,116.2168334,6,Increasing
2020-08-22,26,83,100,138,24462100,481,244,116.4806669,140,Increasing
2020-08-23,96,18,82,16,27588600,340,334,116.7721668,154,Increasing
2020-08-24,13,87,73,289,27086200,328,478,116.9705002,368,Increasing
2020-08-25,80,70,30,278,26111900,342,257,117.1555002,83,Decreasing
2020-08-26,97,41,75,419,34439800,75,352,117.3335001,98,Increasing
2020-08-27,25,16,31,163,23713000,126,341,117.5348333,2,Decreasing
2020-08-28,28,66,50,173,25597300,276,204,117.6926667,384,Increasing
2020-08-29,4,82,13,431,32597900,110,481,117.8435001,176,Decreasing
2020-08-30,70,46,48,422,22050200,319,57,118.0005,352,Increasing
2020-08-31,66,33,37,484,23211000,340,488,118.186,362,Increasing
2020-09-01,99,73,56,240,32377600,180,257,118.4465001,65,Increasing
2020-09-02,38,54,81,199,26337600,88,108,118.687,186,Increasing
2020-09-03,79,86,78,174,20562900,182,472,118.9356667,207,Decreasing
2020-09-04,61,31,11,130,30377500,313,105,119.1636665,338,Increasing
2020-09-05,31,33,34,294,49201000,279,286,119.4121666,263,Increasing
2020-09-06,16,96,10,289,111985000,297,491,120.0623333,54,Increasing
2020-09-07,27,87,59,339,33710400,136,289,120.6859999,399,Increasing
2020-09-08,42,52,44,468,24507300,261,410,121.3051667,364,Increasing
2020-09-09,61,52,25,470,26845900,74,256,121.924333,151,Increasing
2020-09-10,39,45,21,453,38183800,204,107,122.5528329,220,Increasing
2020-09-11,89,28,94,152,23004100,348,172,123.1976661,337,Increasing
2020-09-12,74,95,56,25,28349900,233,178,123.826166,446,Increasing
2020-09-13,6,60,6,44,20065500,371,63,124.4986659,216,Decreasing
2020-09-14,6,43,39,203,23035400,305,63,125.2051659,459,Increasing
2020-09-15,91,29,69,221,32815500,107,250,125.9534992,487,Increasing
2020-09-16,6,14,66,493,35501600,411,129,126.7234992,422,Decreasing
2020-09-17,14,41,89,329,22118000,417,233,127.5043325,288,Decreasing
